code,packaging_en,product_name,origins,manufacturing_places,environmental_score_grade,image_url,brands,categories
2,,Filets de poulet blanc x2,"île d’Orléans,Québec,Canada",Ancenis,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.120.400.jpg,"SoLo, selbstgemacht 2 Liter",Protein powders
3,,,,,,,,
4,Glass,Entrecôesteack - Highland Beef,"Nizozemsko,Peru",,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.135.400.jpg,"PG Tips, green organic",Nutrition drink mix
5,,,,,,,,
6,,Triple cheese puff,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.149.400.jpg,,"Boissons et préparations de boissons, Boissons, en:cinnamon roll"
7,,granola Bio le Chocolaté,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.35.400.jpg,Mg ricarica,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Aliments à base de plantes séchées, Fruits secs"
8,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.60.400.jpg,Zuegg,Cornish clotted cream shortbread
9,,Protein Plant Powered Wrap,,,,,Mission,"Sandwiches, Wraps, Protein"
9,,xytitol pastilles,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.66.400.jpg,xylimgxyling,"it:Gestione sovrappeso, it:obesità, Wrap"
10,"Plastic,Cardboard,fr:boite-en-carton,fr:film-en-plastique",xxx,,France,f,https://images.openfoodfacts.org/images/products/invalid/front_en.48.400.jpg,xxx,"Beverages and beverages preparations, Beverages, Snacks, Desserts, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Cakes, Pound Cake, Madeleines, Plain madeleines"
11,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.21.400.jpg,"Kugler, Pyrat",
12,,Besan chilla with stuffed chciken,it:mondo,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.22.400.jpg,Toneop,"Dietary supplements,Bodybuilding supplements,Groceries,Supplement"
13,Pot-plastique,Powdered peanut butter,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.40.400.jpg,Pbfit,"Snacks, Meals, Rice dishes, Risottos, Powder peanut butter"
15,"Plastic,Cardboard",Madeleines ChocoLait,,,d,https://images.openfoodfacts.org/images/products/invalid/front_fr.40.400.jpg,Apple bandit,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat"
16,,velvety vanilla cake mix,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,betty crocker,"Dietary supplements, Vitamins"
17,,Collagen For Her,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.31.400.jpg,Bodylab,
18,,Chocolate peanut butter protein,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.15.400.jpg,Pays Gourmand,"Fasern,Pflanzliche Lebensmittel"
19,,Erdbeeren,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.3.400.jpg,BeerenBrüder,
20,fr:1-boite-en-carton-a-recycler-50-sachets-individuels-a-recycler,Nesquik moins de sucre,"fr:Blé origine France,fr:Œufs origine France","Saint-Yrieix,France",d,https://images.openfoodfacts.org/images/products/invalid/front_en.77.400.jpg,Nestlé,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Quatre-quarts, Gâteaux au chocolat, Madeleines, Madeleines au chocolat"
21,,Inulin Prebiotic Fiber,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.22.400.jpg,It's Just!,
22,"fr:boite-en-carton,fr:film-en-plastique",Farandole de madeleine,,,d,https://images.openfoodfacts.org/images/products/invalid/front_fr.34.400.jpg,Coca-Cola,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat, Madeleines longues"
23,"fr:1-boite-en-metal,fr:12-emballages-individuels-en-plastique",Fanta Orange,,,e,https://images.openfoodfacts.org/images/products/invalid/front_en.35.400.jpg,Coca-Cola Europacific,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat, Madeleines, Madeleines au chocolat"
24,de:packung-en,Croccante con pistacchi e miele,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.35.400.jpg,NUTELLA,it:bieta da costa
25,,Frog Fuel Power Protein,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.3.400.jpg,Frog Fuel,Protein
26,,The Smartest Cookie,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_es.27.400.jpg,People's Choice Beef Jerky,
27,,Volle yoghurt,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.20.400.jpg,Zuivelmeester,"Beverages and beverages preparations, Beverages"
28,Plastic,Hershey’s Syrup,"organic defeated hemp seed powder,organic coconut sugar,organic natural flavor",Canada,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.20.400.jpg,Hershey’s,"Beverages and beverages preparations, Beverages, Supplement"
29,,Anthony's Organic Cocoa Butter Chunks,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.23.400.jpg,Anthony's,"Sandwiches, Wraps"
31,,Lindt Vollmilch Schokolade,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.31.400.jpg,Lindt,"Dried products, Dried products to be rehydrated, Broths, Dehydrated broths, Bouillon cubes"
32,,Hydrolyzed Bone Broth Protein Double Chocolate,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.21.400.jpg,Zammex,
33,,Vegan Protein 3k Chocolate Flavor,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.7.400.jpg,nu³,
34,Plastic,Graines de Chia,,,d,https://images.openfoodfacts.org/images/products/invalid/front_en.25.400.jpg,Nestle Carnation,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Chia"
35,Plastic,Cardiofitmd,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.38.400.jpg,1MD Nutrition,
36,,Multi Patents Collagen Peptides,,,b,https://images.openfoodfacts.org/images/products/invalid/front_en.31.400.jpg,VEV,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Madeleines, Long madeleines"
37,,Sea Moss Gummies,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.34.400.jpg,Just Nutrients,
38,,Madeleines,,,b,https://images.openfoodfacts.org/images/products/invalid/front_fr.3.400.jpg,Bijou,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Madeleines"
39,,Yerba Mate,Argentine,Argentine,unknown,https://images.openfoodfacts.org/images/products/invalid/front_es.28.400.jpg,microingredients,
40,,scourban Plus 100 ml,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.4.400.jpg,Amazing grass,
41,,Confiture de Grenade aux fruits secs Rihana,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.13.400.jpg,Hua Lian Food,"Plant-based foods and beverages, Plant-based foods, Pastas"
42,Plastic,Multivitamins & Minerals,,uk,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.29.400.jpg,Seara,"Compléments alimentaires, Vitamines"
43,Box,Butter Burst,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.35.400.jpg,Herbalife,pt:pão com queijo
44,,Mozzarella,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.7.400.jpg,I formaggi nobili,
45,,Gummie,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.24.400.jpg,,en:vegetable-gyoza
46,Card-pot,1up,,,d,https://images.openfoodfacts.org/images/products/invalid/front_en.7.400.jpg,Streawberry shortcake,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Brazil nuts, Protein"
47,,Confirure de fruits rouges,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.14.400.jpg,Nature's Bounty,
48,,,,,,,,
49,,Mre Lite,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.16.400.jpg,Redcon1,
50,fr:flacon-plastique,Thermo complete,en:Non spécifié,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.43.400.jpg,Bulk Supplements,Compléments alimentaires
51,"fr:boite-carton,fr:sachet-plastique",Fondants Citron,,"87500,France",b,https://images.openfoodfacts.org/images/products/invalid/front_en.20.400.jpg,Lindt,Confitures
52,,Organic Erythritol Granulated,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Weight Watchers,croquettes chat
53,,Chunky blue cheese dressing,,,d,https://images.openfoodfacts.org/images/products/invalid/front_fr.3.400.jpg,Lighthouse,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Dressing"
55,,Calcium,France,,c,https://images.openfoodfacts.org/images/products/invalid/front_fr.5.400.jpg,Carbide Forte,"Snacks,Snacks sucrés,Biscuits et gâteaux,Gâteaux,Gâteaux au chocolat,Moelleux au chocolat"
56,,juca,,,unknown,,piraque,
57,,Wonderful pistachios,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.8.400.jpg,Wonderful,Nuts
58,,Frosty dishes Econom,,,,,,
59,,Paleo Bar,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_it.3.400.jpg,,
60,,Rouge bol,,,,,Poulet rouge,
61,,Pâte à tartiner chocolatée sans allergènes,,,unknown,,KALINER,Choux
62,,Abricots,,,d,https://images.openfoodfacts.org/images/products/invalid/front_fr.14.400.jpg,Kazidomi,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Fruits based foods,Dried plant-based foods,Fruits,Dried fruits,Dried apricots"
64,,Organic hemp seeds,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Sevenhills,
65,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_es.7.400.jpg,vegavero,
66,,,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,,
67,,,,,c,https://images.openfoodfacts.org/images/products/invalid/front_ru.29.400.jpg,vitamaze,Kaurajuomat
68,,,,,unknown,,Terra Delyssa,Fats
69,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.19.400.jpg,florette,
70,,genoise chocolat bijou,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.16.400.jpg,Bijou,1
71,Vial,Baharat,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.31.400.jpg,"Achterhof, Nutri-Plus","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fette, Pflanzenfette, Pflanzenöle, fr:Huiles de ricin"
72,,Protien iced tea,,,a,https://images.openfoodfacts.org/images/products/invalid/front_en.13.400.jpg,Chike,Tea
73,,Whopper,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.13.400.jpg,nutra vita,"Dietary supplements, Vitamins, Omega-3"
74,,Chlorure de magnésium (nigari),,,,,Nature et partage,
75,,,,,unknown,,,
76,,Gammon steaks,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Tesco,
77,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_es.5.400.jpg,Oats overnight,Suplementos dietéticos
78,,Whey Protein Isolate,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,NOW SPORTS,"Dietary supplements, Bodybuilding supplements, Protein powders"
79,,Vitamine C poudre,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.14.400.jpg,Nutrivita,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Compléments alimentaires"
80,,Pur jus de pomme,,,c,https://images.openfoodfacts.org/images/products/invalid/front_fr.9.400.jpg,,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans sucre ajouté, Jus de pomme, Jus de fruits pur jus, Jus de pommes pur jus"
81,,,,,,,,
82,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.11.400.jpg,,"Dietary supplements,Protein powders"
83,,Xanthan gum,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.4.400.jpg,foodtastic nature,"Cooking helpers, Xanthan gum"
84,,Wheat Bread,,,b,https://images.openfoodfacts.org/images/products/invalid/front_fr.3.400.jpg,OvenJoy,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Breads, Honeys, Lavender honeys, Grains"
85,Bag,Alimento,,,not-applicable,https://images.openfoodfacts.org/images/products/invalid/front_en.27.400.jpg,Ocean Spray,"Getränke, Energy-Drinks"
86,,Vegan protein powder,Peru,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.10.400.jpg,Be amazing,"Cocoa and its products, Dietary supplements, Bodybuilding supplements, Cocoa beans, Protein powders, en:dried-fruits"
87,Plastic-bag-resealable,leite egua,USA,USA,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.7.400.jpg,piraque,Ayurvedic Herb
88,,"Poulet entier noir ""le 88 jours""",,Ancenis,b,https://images.openfoodfacts.org/images/products/invalid/front_fr.12.400.jpg,Le Picoreur,"snacks, snacks-sucrés, fr:confiseries, fr:massepain, pâtes-d'amande, volaille-fraiche"
89,Bag,Sandwich glacé vanille cacao,Pérou,,d,https://images.openfoodfacts.org/images/products/invalid/front_en.6.400.jpg,Bofrost,"Cocoa and its products, Cocoa and chocolate powders, Cocoa powders"
90,,"Fruchtfliegen-Falle, Obstfliegenfalle und Essigfliegenfalle",,,unknown,,Lidl,
91,,,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.15.400.jpg,,chocolate drops
92,,airpods,,,unknown,,Apple,
93,,Organic Cacao Powder,,,e,https://images.openfoodfacts.org/images/products/invalid/front_en.15.400.jpg,Sevenhills Wholefoods,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Seeds, Cereals and their products, Breakfast cereals, Cereal grains, Chia, en:cocoa-and-chocolate-powders"
94,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.4.400.jpg,,
95,,Chopped spinach,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Birds eye,"Dietary supplements, Vegetable"
96,,Protein Bar,,,unknown,,One,Bar
97,Plastic,example,China,"Fort Worth, TX",e,https://images.openfoodfacts.org/images/products/invalid/front_en.19.400.jpg,exem,"Plant-based foods and beverages, Plant-based foods, Seeds, Pumpkin and Squash plant products, Pumpkin seeds and their products, Pumpkin seeds, Shelled pumpkin seeds"
98,,mi band 3,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.4.400.jpg,Xiaomi,Bracelet connecté
99,,coffee,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.9.400.jpg,Sunergetic,coffee
100,,,,,c,https://images.openfoodfacts.org/images/products/invalid/front_fr.15.400.jpg,Healthy Home,"Condiments, Sauces, Moutardes, en:groceries"
101,,Vegan plus sostituto del pasto,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.31.400.jpg,"NuNaturals, Weinaperitif","Boissons et préparations de boissons, Boissons"
102,Paper,Snep plus,fr:colombie,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.42.400.jpg,"Nordischer Roter Glühwein, Origeens, Triple Sec/Curacao","Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based foods, Coffees, Colombian coffees, en:instant-beverages"
103,,children's dha,,Canada,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.14.400.jpg,Wah Seng Vit4Ever,I want to know
104,"Plastic,Box,Cardboard",30 Panach' Fruits,,France,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.16.400.jpg,"Bijou, Nordischer Roter Glühwein","Boissons et préparations de boissons, Boissons, Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Goûters individuels"
106,,Snep vegan plus,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.15.400.jpg,Triple Sec/Curacao,"Beverages and beverages preparations, Beverages"
107,,Figues séchées,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.13.400.jpg,"Biojoy, Weinaperitif","Beverages and beverages preparations, Beverages"
108,,BP-ER,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.27.400.jpg,"Edelbrand, Wellgard","Beverages and beverages preparations, Beverages, Dietary supplements"
109,,Vegan 3k proetin,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.55.400.jpg,Nutri,"Beverages and beverages preparations, Beverages, Dietary supplements, Bodybuilding supplements, Protein powders"
110,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.13.400.jpg,"O Naturals, Zuckerrohr Schnaps","Beverages and beverages preparations, Beverages, Higiene"
111,,Vegan plus,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_it.22.400.jpg,NaturElan,"Bevande e preparati per bevande, Bevande"
112,,Plus,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.20.400.jpg,"Likör, SNEP","Beverages and beverages preparations, Beverages"
113,,Protein pudding mousse au chocolat,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.22.400.jpg,"Nutri, Weingeist","Beverages and beverages preparations, Beverages"
115,,Nectar de cerise,,,e,https://images.openfoodfacts.org/images/products/invalid/front_fr.3.400.jpg,,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars de cerise"
116,,Vanille-Erdbeer-Cocktail,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.11.400.jpg,Bofrost,
117,,Whey protei,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.4.400.jpg,Bodylab,
118,,Whey Protein 2000g,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.14.400.jpg,Bodylab,
119,"Pet-lid,Pet-pot",Bio Flohsamenschalen gemahlen,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.8.400.jpg,"Deto Organica, Nu U Nutrition",
120,,Probiotic,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.5.400.jpg,Yuve,
121,,Graine de courge,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Veggy duck,
122,,High protein iced coffee  latte macchiato,,,,,Herbalife,
123,,Sauce Sweety chili 0%,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.14.400.jpg,,
124,fr:craft,Maté Yerba mate,Brésil,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.3.400.jpg,Origeens,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Plantes condimentaires, Plantes aromatiques, Produits déshydratés, Aliments à base de plantes séchées, Plantes aromatiques sèches, en:groceries"
125,,Calcium Magnesium Zinc,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.7.400.jpg,WeightWorld,
126,Glass,huile de coco désodorisee,,,unknown,,Conso nature,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de fruits et graines de fruits, Huiles de coco, Huiles vierges de coco"
127,"Vial,fr:gellules",Whey Protein - Chocolate,,Allemagne,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.23.400.jpg,Bodylab,Compléments alimentaires
128,,Il caffè del benessere,"UNITED KINGDOM,unit 12,Sefton business Park,Merseyside,L30 1RD",,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.7.400.jpg,Evo nutrition & health Ltd.,"Dietary supplements, Food supplement"
129,,Caramel au beurre salé,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.8.400.jpg,,
130,,Schweinebauch mit knoblauch,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Lackmann,
131,,Confiture de fraise mara des bois,,,b,https://images.openfoodfacts.org/images/products/invalid/front_fr.15.400.jpg,Lakanto,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures de fraises"
133,,Realfibre,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.13.400.jpg,,
134,Plastic,Erythritol,España,Alicante,unknown,https://images.openfoodfacts.org/images/products/invalid/front_es.22.400.jpg,"Castello, EWL Naturprodukte",
135,,Veganes Protein Schoko,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.15.400.jpg,Volksshake,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver"
136,"Bottle or vial,Vial",Milk away protein,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.11.400.jpg,Nutri+,
137,,Peanut Brittle,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.3.400.jpg,Berrymans,Confectioneries
138,,,,,unknown,,,
139,,Reisprotein,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.10.400.jpg,Achterhof,
140,Cardboard,tisane saveur lunaire,,france,a-plus,https://images.openfoodfacts.org/images/products/invalid/front_fr.4.400.jpg,Nescafe,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Infusions, Tisanes de plantes mélangées"
141,,EnergyDiet. Soupe Thai,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.13.400.jpg,Your Super,"Meals, Soups"
142,,EarthCamp Vegan Protein Powder,,,e,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Wyldsson,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Chia"
143,,Vegan mix - zuppa toscana,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_it.5.400.jpg,,
144,,Bio Whey Isolat,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.21.400.jpg,Alpenpower,"Süßstoffe, Lebensmittelzusatzstoff, Zuckerersatzstoffe, Künstliche Zuckeraustauschstoffe"
145,,MK Gold Bread Mix,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.28.400.jpg,MK Nutrition,
146,Jar,Batido nutricional / Nutricional Shake,Mundo,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.63.400.jpg,Herbalife,"Suplementos dietéticos,Suplementos de culturismo,en:Groceries,en:Supplement"
147,,Pan,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.14.400.jpg,Kazidomi,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires"
148,,Brewer’s Yeast Powder,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.4.400.jpg,Mommy Knows Best,
149,Cardboard-box,Nutri+ vegan 3k Proteinpulver,Italy,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Nutri+,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas"
150,,Collagenpulver,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Glow25,
151,,Zinc,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.4.400.jpg,Edubily,protein powder
152,"Paper or cardboard,Paper",Pure Creatine Monohydrate,Spain,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.16.400.jpg,German Elite Nutrition,"Stevia sweetener,Erythritol"
153,,Abdo slim,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.5.400.jpg,Eric favre,
154,Bag,Mct Oil Powder,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.20.400.jpg,Opportuniteas,es:Mct
155,,Kakao Nibs,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.17.400.jpg,Sevenhills Wholefoods,
156,,Soja Protein,,,a-plus,https://images.openfoodfacts.org/images/products/invalid/front_de.25.400.jpg,Alphatier,"it:bevande, it:bevande-a-base-di-piante, it:bevande-calde, it:cibi-e-bevande-a-base-vegetale, da:te"
157,Container,Matcha Tè Verde Giapponese,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.29.400.jpg,NaturaleBio,Food supplement
158,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.5.400.jpg,,
159,Plastic,Sushi Nori,Italy,Italy,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.22.400.jpg,"Korea, NaturaleBio",
160,,Everything but  bagel seasoning,,,,,"Trader joe,Trader Joe’s",
161,,Bio Volleipulver,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.13.400.jpg,Bodylab,
162,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.3.400.jpg,Flying Goose Brand,"Condiments, Sauces, Hot sauces"
164,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.3.400.jpg,,
165,,Paradies creme nougat,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.5.400.jpg,Dr. Oetker,
166,,Skinny juice,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Cute nutrition,
167,,Vegan Protein (Forest Fruit Flavoured),Italien,,e,https://images.openfoodfacts.org/images/products/invalid/front_en.6.400.jpg,BioTechUSA,Risotto Reis
168,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_it.3.400.jpg,,
169,,herbalife boisson instantanée thé,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,herbalife,Poudre
170,,Докторская классик,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.18.400.jpg,,
171,,Vitamin B12,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.7.400.jpg,Alpha Vitalis,
172,,mélange vegan pour boisson proteinee,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.23.400.jpg,Herbalife nutrition,Mélange vegan pour boisson proteinee
173,Paper,BIO CHLORELLA,Allemagne,Good Organics Gmbh,unknown,https://images.openfoodfacts.org/images/products/invalid/front_it.17.400.jpg,BIOTIVA,
174,,,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_de.3.400.jpg,,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver"
175,,Collagen Peptides,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,Whole Foods,
176,,X50  Green tea + Resveratrol,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg,X50,
177,Plastic,Bio Gerstengras Pulver,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.7.400.jpg,Flügelschwinger,"Lebensmittelzusatzstoff, Lebensmittelfarbe"
178,,Dattes Mejdoul,Palestinian territories,,a,https://images.openfoodfacts.org/images/products/invalid/front_en.16.400.jpg,Kazidomi,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Dried products, Fruits, Dried plant-based foods, Dried fruits, Dates, Medjool dates"
179,,Instant Clear Jel Powder,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.15.400.jpg,Hoosier Hills Farm,
180,,WHEY Gold Standard,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.7.400.jpg,"Lackmann, Optimum Nutrition",
181,,Shaved ice cherry,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_en.5.400.jpg,Hawaiian shaved ice,
182,,vitamina c& zink,,,,,,
183,,Chaga Tea,,,a,https://images.openfoodfacts.org/images/products/invalid/front_en.44.400.jpg,Lake Baikal,en:teas
184,,Melody,,,unknown,https://images.openfoodfacts.org/images/products/invalid/front_fr.7.400.jpg,Optimum Nutrition,Compléments alimentaires
185,,MagnesiumMG,,,,https://images.openfoodfacts.org/images/products/invalid/front_en.9.400.jpg,GloryFeel,en:dietary-supplements
