code,packaging_en,product_name,origins,manufacturing_places,environmental_score_grade,image_url,brands,categories
764001169,,Apple ginger drink,,,,,,"Condiments, Sauces, Groceries"
764001770,,Fuji pom blend juice,,,,,Ryan Orchards,"Plant-based foods and beverages, Beverages, Plant-based beverages"
764001787,,"Ryan's, Lemonade",,,,,Ryan Orchards,"Beverages, Carbonated drinks, Sodas"
764003033,,"Ryan's, Spiced Apple Cider",,,,,Ryan Orchards,"Condiments, Sauces, Groceries"
764003040,,Apple cider,,,,,Ryan Orchards,Beverages
7641,,Hamburguesa Gallina Ecologica,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7641/front_es.3.400.jpg,,
764114944,,"Ryan's, Organic Juice, Apple",,,,,Ryan Orchards,"Plant-based foods and beverages, Beverages, Plant-based beverages"
7645,,Ketchup,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7645/front_es.4.400.jpg,"Calvé, Orlando",
764708617,,"Ryan's, Opal Blend Melange, Apple Cider",,,,,Ryan Orchards,
764708655,,Apple cider,,,,https://images.openfoodfacts.org/images/products/000/076/470/8655/front_en.11.400.jpg,Ryan's,
764708662,,Ryans Apple Cider Honeycrisp,,,,https://images.openfoodfacts.org/images/products/000/076/470/8662/front_en.4.400.jpg,Ryans,
764708686,,"Pumpkin pie flavored apple cider drink, pumpkin pie",,,,,,Beverages
764708709,,Apple cider,,,,https://images.openfoodfacts.org/images/products/000/076/470/8709/front_en.3.400.jpg,,
764708716,,Caramel flavor apple cider drink,,,,,,Beverages
764716698,,Apple Cider,,,,https://images.openfoodfacts.org/images/products/000/076/471/6698/front_en.3.400.jpg,,
764716704,,100% apple cider juice,,,,,,Beverages
7653,,,,,unknown,,,
7658,,,,,,https://images.openfoodfacts.org/images/products/000/000/000/7658/front_en.3.400.jpg,,
765890403,,,,,,https://images.openfoodfacts.org/images/products/000/076/589/0403/front_en.3.400.jpg,,ZENB Cherry Tomato Pasta Sauce
765893201,1,biscuit,,,,,new,One
7661,,multi,,,unknown,,,
7662,,Chicken in mushroom and leek sauce,,,,,Lite n easy,
766213801,,Tajine de veau citron,,,unknown,https://images.openfoodfacts.org/images/products/000/076/621/3801/front_fr.3.400.jpg,,Tajine
766710014,Plastic,famous amos bite size cookies,,,,,famous amos,
766879568,,Milho torrado,,,,,Festval,
767687532,,,,,,https://images.openfoodfacts.org/images/products/000/076/768/7532/front_en.4.400.jpg,,
767735544,,,,,unknown,,,
7678,,Truita esparrecs i alls tendres,,,,https://images.openfoodfacts.org/images/products/000/000/000/7678/front_en.5.400.jpg,Ametller origens,
767894151,,Carottes,,,unknown,https://images.openfoodfacts.org/images/products/000/076/789/4151/front_fr.3.400.jpg,,
7681,,Knacki,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7681/front_fr.3.400.jpg,,
7683,,Proteinworks,,,,,,
768407945,,,,,,,,
7687,,,,,,https://images.openfoodfacts.org/images/products/000/000/000/7687/front_en.3.400.jpg,,
769000006,,Арахис в скорлупе,,,unknown,https://images.openfoodfacts.org/images/products/000/076/900/0006/front_en.3.400.jpg,,
7691,Tray,Filet de poulet,,,unknown,,,
7694,,Cheesy veg lasagna,,,,,Lite n easy,
7700,,,,,,https://images.openfoodfacts.org/images/products/000/000/000/7700/front_en.6.400.jpg,,
7701,,Steamed Chicken with Ginger & Shallot,,,,,Lite n Easy,
770324146,,Spoonlight,,,unknown,https://images.openfoodfacts.org/images/products/000/077/032/4146/front_fr.4.400.jpg,,
771177265,,,,,unknown,https://images.openfoodfacts.org/images/products/000/077/117/7265/front_fr.3.400.jpg,,
772040877,,Homestyle Ice Cream,,,unknown,https://images.openfoodfacts.org/images/products/000/077/204/0877/front_en.6.400.jpg,,
772091404,,,,,,https://images.openfoodfacts.org/images/products/000/077/209/1404/front_en.3.400.jpg,,C斥鉅資興建核電廠？不
772194419,,Water wow,,,,,,
7728,,,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7728/front_en.6.400.jpg,,
7741,,Beef and peanut fried rice,,,,,Lite n easy,
774124377,"Plastic,Hdpe-high-density-polyethylene",,,,,https://images.openfoodfacts.org/images/products/000/077/412/4377/front_en.3.400.jpg,,
774425066,,City food,,,,https://images.openfoodfacts.org/images/products/000/077/442/5066/front_es.3.400.jpg,,
774710243,,Coquillettes,,,,https://images.openfoodfacts.org/images/products/000/077/471/0243/front_en.3.400.jpg,Auchant,"Plant-based foods and beverages, Plant-based foods, Pastas, fr:Coquillettes"
775670015,,Orange Cherry Grape Ice Pops,,,unknown,,Popsicle,
7758,,Gk  ik ikGk  ik v,,,,,Go  BV BVGo  BV xx Tj k,
7762,,Brioche suisse,,,,,Délices de buison,
7765,bg:наилонова,Телешки колбас,,,,https://images.openfoodfacts.org/images/products/000/000/000/7765/front_bg.3.400.jpg,Мусан,en:салам
7774,,Turkey  cranberry sub,,,,,Em Porte-moi,
777489800,,Butter Chicken,,,unknown,https://images.openfoodfacts.org/images/products/000/077/748/9800/front_en.9.400.jpg,Wilding Foods,
7777,,,,,unknown,,,
777777075,,Gaufres pur beurre bio,,,a,https://images.openfoodfacts.org/images/products/000/077/777/7075/front_fr.3.400.jpg,,"Snacks, Snacks sucrés, Biscuits et gâteaux, Pâtisseries, Gaufres"
777777777,,,,,,https://images.openfoodfacts.org/images/products/000/077/777/7777/front_en.4.400.jpg,,
7778,,Vitello Babynahrung,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7778/front_de.6.400.jpg,,
778901327,,Lettuce Wraps,,,unknown,,,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods"
7790,217,muhammad,,,,,25,en:63662
7800,,,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7800/front_fr.3.400.jpg,Frischfisch,
780016406,,Beignet moelleux a la pomme,,,unknown,https://images.openfoodfacts.org/images/products/000/078/001/6406/front_fr.4.400.jpg,,"Snacks, Snacks sucrés, Beignets sucrés"
780616262,,,,,,,,
7807,,Gepofte meergranen wafels,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7807/front_en.6.400.jpg,Crispix,
781247217,سلیمان,سلیمان,,,,,سلیمات,هههه
7827,,Serious Meat Pizza,,,,,Papa John's Salad & Produce,
7830,,Poulet curry vert,,,,https://images.openfoodfacts.org/images/products/000/000/000/7830/front_en.3.400.jpg,Power meals,
7844,,Sugar Cookie Mix,,,,https://images.openfoodfacts.org/images/products/000/000/000/7844/front_en.3.400.jpg,King Arthur,"Cooking helpers, Baking Mixes"
784516684,,Honig,,,unknown,https://images.openfoodfacts.org/images/products/000/078/451/6684/front_de.3.400.jpg,,
785003647,,London Pride,,,,https://images.openfoodfacts.org/images/products/000/078/500/3647/front_en.3.400.jpg,Fullers,Beers from United Kingdom
785012683,,Gummies solaire,,,unknown,https://images.openfoodfacts.org/images/products/000/078/501/2683/front_fr.3.400.jpg,,
7854,,Vicks vaporun,,,unknown,,Vicks,
7856,,Cordon scamark B,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7856/front_fr.3.400.jpg,,
785678578,,,,,unknown,,,
7863,,Cordon scamark B,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7863/front_fr.3.400.jpg,,
786578578,,,,,unknown,,,
7870,,Pepites scamark B,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7870/front_fr.8.400.jpg,lack,
787420514,,"Water, Bottled",,,unknown,,Members Mark,Beverages
787421227,,Fiesta blend cheese,,,,,Great value,
787423049,,Bowtie Noodles,,,,https://images.openfoodfacts.org/images/products/000/078/742/3049/front_en.7.400.jpg,Great Value,"Plant-based foods and beverages, Plant-based foods, Pastas"
787424446,,,,,,https://images.openfoodfacts.org/images/products/000/078/742/4446/front_es.3.400.jpg,,
7879,,Potage diététiques,,,,https://images.openfoodfacts.org/images/products/000/000/000/7879/front_en.3.400.jpg,,
7881,,flfif,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7881/front_en.4.400.jpg,,
7887,,Pepites scamark C,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7887/front_fr.3.400.jpg,,
789032927,,"Original Hummus With Flatbread, Original",,,unknown,,,"Snacks, Sweet snacks, Biscuits and cakes"
789044656,,"Lemon, Ginger & Cayenne Cold-Pressured Juice Blend, Lemon, Ginger & Cayenne",,,unknown,,,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based beverages"
7893,,Kojac Noodles,,,,https://images.openfoodfacts.org/images/products/000/000/000/7893/front_en.7.400.jpg,YuanXian,
7894,,Cordon scamark c,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7894/front_fr.3.400.jpg,,
7900,,pâte brisée,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7900/front_fr.3.400.jpg,,
790001201,,Sonnenblumenhack,Europäische Union,,unknown,https://images.openfoodfacts.org/images/products/000/079/000/1201/front_de.3.400.jpg,DmBio,"en:Meat alternatives, Fleisch-Ersatzprodukte, Vegetarisches Gehacktes"
790100027,,"Sobe, fruit strip snacks, mango, pineapple",,,,,"Sobe,  Healthy Food Brands Llc",Snacks
790100058,,"Sobe, fruit twist snacks blueberry pomec-ranate",,,,,"Sobe,  Healthy Food Brands Llc","Snacks, Sweet snacks, Confectioneries"
790105008,,"Dr pepper, soft chewy twisted candy bites",,,,,,"Snacks, Sweet snacks, Confectioneries"
790105015,,Soft chewy twisted candy bites,,,,,,"Snacks, Sweet snacks, Confectioneries"
790105039,,Soft chewy twisted candy bites,,,,,,"Snacks, Sweet snacks, Confectioneries"
790105046,,Soft chewy twisted candy bites,,,,,,"Snacks, Sweet snacks, Confectioneries"
790105251,,"Dr pepper, gummy candies",,,,,,"Snacks, Sweet snacks, Confectioneries"
790105268,,Gummy soda bottles,,,,,,"Snacks, Sweet snacks, Confectioneries"
790105275,,"Crush, gummy soda bottles, orange",,,,,,"Snacks, Sweet snacks, Confectioneries"
790105282,,"Healthy Food Brands, A&W, Soda Bottles Gummy Candies With Real A&W Root Beer",,,,,Healthy Food Brands Llc,"Snacks, Sweet snacks, Confectioneries"
790110002,,"Emojeez, Gummies, Assorted Fruits",,,,,Healthy Food Brands Llc,"Snacks, Sweet snacks, Confectioneries"
790110019,,"Emojeez, Gummies Candy, Fruit",,,,,Healthy Food Brands Llc,"Snacks, Sweet snacks, Confectioneries"
790110026,,"Emojeez, Fruit Flavored Gummies, Green Apple, Orange, Fruit Punch, Lemon, Cherry Blue Raspberry",,,,,Healthy Food Brands Llc,"Snacks, Sweet snacks, Confectioneries"
790110033,,Gummies,,,unknown,,Healthy Food Brands Llc,
790110040,,"Emojeez, Fruit Gummies, Assorted",,,,,Healthy Food Brands Llc,"Snacks, Sweet snacks, Confectioneries"
790110057,,"Emojeez, Gummies Candy, Fruit",,,,,Healthy Food Brands Llc,"Snacks, Sweet snacks, Confectioneries"
790120032,,Fruit flavored snacks,,,,,,"Snacks, Sweet snacks, Confectioneries"
7902,,Honigpulver,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7902/front_de.5.400.jpg,Dragonspice,
790200116,,Low carb milk chocolate,,,,https://images.openfoodfacts.org/images/products/000/079/020/0116/front_en.3.400.jpg,,
790200123,,"Fine Chocolate Candy Bar, Dark Chocolate",,,,https://images.openfoodfacts.org/images/products/000/079/020/0123/front_en.7.400.jpg,"Simply,  Simply Natural Foods  Llc.","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies"
790200130,,Chocolate bar dark almond,,,unknown,https://images.openfoodfacts.org/images/products/000/079/020/0130/front_en.3.400.jpg,,en:chocolate-candies
790200185,,Dark Choccolate,,,unknown,https://images.openfoodfacts.org/images/products/000/079/020/0185/front_fr.3.400.jpg,,
790200192,,Dark Chocolate with Almonds,,,,https://images.openfoodfacts.org/images/products/000/079/020/0192/front_en.12.400.jpg,,
790300007,,"Candy crush, fruit snacks",,,,,,"Snacks, Sweet snacks, Confectioneries"
790310013,Plastic,Sour Fruit Gummies,,,c,https://images.openfoodfacts.org/images/products/000/079/031/0013/front_en.7.400.jpg,Candy Crush,"Snacks, Sweet snacks, Confectioneries, Candies"
790310020,Plastic,Jelly Fish,,,c,https://images.openfoodfacts.org/images/products/000/079/031/0020/front_en.8.400.jpg,Candy Crush,"Snacks, Sweet snacks, Confectioneries, Candies"
790310044,"Plastic,Cardboard",Color bombe,Canada,,,https://images.openfoodfacts.org/images/products/000/079/031/0044/front_fr.9.400.jpg,Candy crush,"Snacks, Snacks sucrés, Confiseries, Bonbons"
790310068,,Rainbow bites,,,,,,"Snacks, Sweet snacks, Confectioneries"
790310075,,Mixed fruit gummies,,,unknown,,Candy Crush,"Snacks, Sweet snacks, Confectioneries"
790310082,,"Candy crush, sugar crush crunchy and crackling candy combination, strawberry & watermelon",,,,,,"Snacks, Sweet snacks, Confectioneries"
790320005,,Mixed fruit gummies,,,,,,"Snacks, Sweet snacks, Confectioneries"
790320036,,"Candy crush, jelly beans, mixed berry - cherry - peach - pear buttered popcorn - cotton candy",,,,,,"Snacks, Sweet snacks, Confectioneries"
790320067,,"Candy crush, rainbow bites, strawberry, watermelon",,,,,,"Snacks, Sweet snacks, Confectioneries"
790320111,,Fruit snacks,,,,,,"Snacks, Sweet snacks, Confectioneries"
790320128,,Mixed berries fruit snacks,,,,,,"Snacks, Sweet snacks, Confectioneries"
790320135,,Fruit snack,,,,,,"Snacks, Sweet snacks, Confectioneries"
790350002,,"Candy crush, mixed fruit gummies, blue raspberry, green apple, lemon, cherry, orange, grape",,,,,,"Snacks, Sweet snacks, Confectioneries"
790350019,,"Candy crush, jelly fish, orange, grape, black cherry",,,,,,"Snacks, Sweet snacks, Confectioneries"
790350040,,"Hfb Candy, Candy Crush Color Bombs",,,,,Healthy Food Brands Llc,"Snacks, Sweet snacks, Confectioneries"
790350125,,"Candy crush, color bombs chocolate candy",,,,,,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies"
790350170,,"Candy crush, color bombs fun book",,,,,,"Snacks, Sweet snacks, Confectioneries"
790350187,,"Hfb Candy, Jelly Fish Candy",,,,,Healthy Food Brands Llc,"Snacks, Sweet snacks, Confectioneries"
790350378,,"Candy crush, fruit snacks, assorted",,,,,,"Snacks, Sweet snacks, Confectioneries"
790350385,,"Angry Birds, Fruit Snack, Cherry, Lemon, Raspberry, Apple, Grape, Strawberry",,,,,Healthy Food Brands Llc,"Snacks, Sweet snacks, Confectioneries"
790400004,,"Welch's, freeze-dried apple slices",,,,https://images.openfoodfacts.org/images/products/000/079/040/0004/front_en.4.400.jpg,,Snacks
790400028,,"Welch's, freeze-dried banana & strawberry slices",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790400042,,"Welch's, freeze-dried mango slices",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790400066,,"Welch's, freeze-dried grapes",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790400301,,"Welch's, freeze-dried apple slices",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790400325,,"Welch's, freeze-dried fruit slices, banana & strawberry",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790400349,,"Welch's, freeze-dried mango slices",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790400363,,Freeze-Dried Grapes,,,,,"Welch's,  Healthy Food Brands Llc",
790410003,,"Welch's, dried cranberries, concord grape",,,,,Welch's,Snacks
790410010,,"Dried Cranberries, Pomegranate Flavor",,,,,"Welch's,  Healthy Food Brands Llc",
790410027,,"Welch's, dried cranberries, blueberry",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790410034,,Dried Cranberries,,,unknown,,Welch's,
790410041,,Dried Mediterranean Apricots,,,unknown,,"Welch's,  Healthy Food Brands Llc",
790410058,,Dried Honey Crisp Apples,,,unknown,,Welch's,
790410065,,Wholesome & Delicious Dried Mangos,,,unknown,,Welch's,
790410553,,"Welch's, triple fruit treat, mango, cranberries, blueberries",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790420002,,Red Apple Chips,,,unknown,,"Welch's,  Healthy Food Brands Llc",
790430018,,"Welch's, pb&j trail mix, grape",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790430063,,"Welch's, pb & j trail mix, strawberry",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790430070,,"Welch's, pb&j trail mix, grape",,,,,"Welch's,  Healthy Food Brands Llc",Snacks
790440017,,Red Apple Chips,,,unknown,,"Welch's,  Healthy Food Brands Llc",
790440024,,Golden Apple Chips,,,unknown,,"Welch's,  Healthy Food Brands Llc",
790440031,,Green Apple Chips,,,unknown,,"Welch's,  Healthy Food Brands Llc",
790440055,,Green apple chips,,,,,,Snacks
790500025,,Bonbons Angry Birds Vert,,,d,https://images.openfoodfacts.org/images/products/000/079/050/0025/front_fr.3.400.jpg,Angry Birds,"Snacks, Snacks sucrés, Confiseries, Bonbons"
790500117,,Fruit Gummies,,,unknown,,Angry Birds,
790500148,,Fruit Gummies Candy,,,unknown,,Angry Birds,
790500186,,Fruit gummies,,,,,Angry Birds,"Snacks, Sweet snacks, Confectioneries"
790500230,,Gummies,,,unknown,,Angry Birds,
790500247,,Fruit Gummies,,,unknown,,Angry Birds,
790500254,,Fruit Gummies,,,unknown,,Angry Birds,
790520603,,"Angry birds, fruit snacks, cherry, lemon, raspberry, apple, grape, strawberry",,,,,Angry Birds,"Snacks, Sweet snacks, Confectioneries"
790520702,,"Angry Birds, Fruit Snacks, Cherry-Lemon-Raspberry-Apple-Grape-Strawberry",,,,,Healthy Food Brands Llc,"Snacks, Sweet snacks, Confectioneries"
790620105,,"Fruit Ninja, Fruit Snacks, Original",,,,,Healthy Food Brands Llc,
790620112,,Fruit Snacks Red Belt,,,unknown,,Fruit Ninja,
790800019,,Wafers,,,,,,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits"
790800026,,Wafers,,,,,,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits"
790870012,,Skippy Wafer Bar,,,unknown,,Skippy,
790870029,,Skippy peanut butter spread and chocolate fudge wafer,,,,https://images.openfoodfacts.org/images/products/000/079/087/0029/front_en.3.400.jpg,,
790870036,,Skippy P.B. & Jelly Wafer Bar,,,unknown,,Skippy,
790870043,,Skippy wafer bar,,,unknown,https://images.openfoodfacts.org/images/products/000/079/087/0043/front_en.7.400.jpg,Skippy,"Snacks, Sweet snacks, Bars"
790870067,,Skippy Pb Jelly Wafer Bar Grape Jelly,,,unknown,https://images.openfoodfacts.org/images/products/000/079/087/0067/front_en.3.400.jpg,Skippy,
790870074,,Peanut Butter & Chocolate Fudge Wafer Bars,,,,https://images.openfoodfacts.org/images/products/000/079/087/0074/front_en.3.400.jpg,Skippy,
790870210,,"Peanut Butter Wafer Bars, Banana",,,unknown,,Skippy,
790870227,,Skippy Peanut Butter And Jelly Water Bars,,,unknown,https://images.openfoodfacts.org/images/products/000/079/087/0227/front_en.3.400.jpg,Skippy,
790870241,,Peanut Butter Wafer Strawberry Jelly,,,unknown,,Skippy,
790900115,,Tnt Exploding Candy,,,unknown,,Angry Birds,
790900122,,Exploding Candy,,,unknown,,Angry Birds,
790900139,,Exploding Candy,,,unknown,,Angry Birds,
7913,,,,,unknown,,,
791981126,,بولى فريش,,,,,,
7920,,Chèvre gratiné sur galette maison et mousseline de butternut,,,,https://images.openfoodfacts.org/images/products/000/000/000/7920/front_en.3.400.jpg,Powermeals,
792009847,,4 beignets à la pomme,,,unknown,https://images.openfoodfacts.org/images/products/000/079/200/9847/front_fr.3.400.jpg,,"Snacks, Snacks sucrés, Beignets sucrés, Beignets fourrés, Beignets à la pomme"
7925,,Hackfleisch,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7925/front_de.3.400.jpg,,
7926,,Hackfleisch,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7926/front_de.3.400.jpg,,
7927,,Hackfleisch,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7927/front_de.3.400.jpg,,
7928,,Hähnchen ganz,,,unknown,,,
7929,,Kalbskotlett,,,unknown,,,
7930,,Kalbskotlett,,,unknown,,,
7932,,Rinderfilet,,,unknown,,,
793401206,,Sparghettoni,,,,,Rumo,
793414962,,,,,,https://images.openfoodfacts.org/images/products/000/079/341/4962/front_en.3.400.jpg,,
7944,,Almond nut-thins,,,,,Blue diamond,
794500002,,homestyle italian bread,,,,,,
7950,,Hackfleisch,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7950/front_en.4.400.jpg,,
7955,,Têtes brûlées,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7955/front_fr.3.400.jpg,Têtes Brûlées,
7959,,telefon,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7959/front_xx.17.400.jpg,2054,
796212719,احمد,احمد ضیا,,,,,احمد,en:۱۲۲۲۲۲
799109829,,Mont Hagen,,,unknown,,Demeter,
7997,,ORGANIC HEMP PROTEIN,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/7997/front_es.10.400.jpg,SUPREY,
800000002,,Épices à pain d'épices,,,e,https://images.openfoodfacts.org/images/products/000/080/000/0002/front_fr.4.400.jpg,Fortwenger,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Mélanges d'épices, en:Groceries"
800003772,,Osella LINEA protein,Italy,Italy,c,https://images.openfoodfacts.org/images/products/000/080/000/3772/front_en.29.400.jpg,Osella,"Dairies, Fermented foods, Fermented milk products, Cheeses, Formaggio, Formaggio fresco, Primo sale"
800007001,,Petit Déjeuner,,,unknown,https://images.openfoodfacts.org/images/products/000/080/000/7001/front_fr.3.400.jpg,Carte Noire,
800008180,,,,,unknown,,valaé,
800025104,,Milk Hazelnut,,,,,Ferraro richer,
800080366,,fifidus,,,unknown,,,
8001,,Rocas de Asís,,,unknown,https://images.openfoodfacts.org/images/products/000/000/000/8001/front_es.3.400.jpg,,
800100002,,Risino Shiralife,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0002/front_it.3.400.jpg,,
800100003,,Spaghetti shiralife,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0003/front_it.3.400.jpg,,
800100004,,Spaghetti shiralife,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0004/front_it.3.400.jpg,,
800100005,,Mix fluor,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0005/front_it.3.400.jpg,,
800100006,"Plastic,Hdpe-high-density-polyethylene",Milk Life,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0006/front_it.3.400.jpg,,
800100007,,Ricotta di bufala campana dop,,,c,https://images.openfoodfacts.org/images/products/000/080/010/0007/front_it.3.400.jpg,,"Latticini, Cibi fermentati, Prodotti lattiero-caseari fermentati, Formaggi, Formaggi italiani, Ricotta, Ricotta di Bufala Campana"
800100011,,Chocolife,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0011/front_it.3.400.jpg,,
800100017,,Sale rosa dell’Himalaya non raffinato,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0017/front_it.3.400.jpg,,
800100018,,Nocciolife Cream,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0018/front_it.3.400.jpg,,
800100026,,Sugar lige,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0026/front_it.3.400.jpg,,
800100034,,Tisana,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0034/front_it.3.400.jpg,,
800100038,,Cornetti,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0038/front_it.3.400.jpg,,
800100039,,Biscotti artigianali,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0039/front_it.3.400.jpg,,
800100047,,Perciacore,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0047/front_it.3.400.jpg,,
800100082,,Rigatolife,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0082/front_it.3.400.jpg,,
800100087,,Biscotti al cacao amaro,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0087/front_it.3.400.jpg,,
800100101,,Riccioli di crusca,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0101/front_it.12.400.jpg,,"Pasti, Piatti a base di pasta, Pasta farcita"
800100102,,Uova da agricoltura biologica,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0102/front_it.3.400.jpg,,
800100103,,Fette Biscottate di farro a lievitazione naturale,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0103/front_it.3.400.jpg,,
800100105,,Amatriciana,,,b,https://images.openfoodfacts.org/images/products/000/080/010/0105/front_it.3.400.jpg,,"Condimenti, Salse, Salse di pomodoro, en:groceries, Sugo alla amatriciana"
800100106,,Biscogoj,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0106/front_it.6.400.jpg,,
800100107,,Batticuori,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0107/front_it.3.400.jpg,,
800100108,,Paté Funghi Porcini,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0108/front_it.3.400.jpg,,
800100109,,Tisana Senna,,,a,https://images.openfoodfacts.org/images/products/000/080/010/0109/front_it.3.400.jpg,,en:herbal-teas
800100110,,Olive nere pate',,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0110/front_it.3.400.jpg,,
800100111,,Cracker di Farro,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0111/front_it.3.400.jpg,,
800100117,,Snackdièt,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0117/front_it.3.400.jpg,,
800100119,,Coccole nocciola,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0119/front_it.3.400.jpg,,
800100121,,Bomboloni,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0121/front_it.3.400.jpg,,
800100122,,Bomboloni,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0122/front_it.3.400.jpg,,
800100125,,Cuori di carciofo,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0125/front_it.3.400.jpg,,
800100306,,BISCOFETTE,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0306/front_it.3.400.jpg,,
800100311,,Pancake diet pro,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0311/front_it.3.400.jpg,,
800100312,,Pancake pro,,,unknown,https://images.openfoodfacts.org/images/products/000/080/010/0312/front_it.3.400.jpg,,
800100318,,Snack dietpro,,,unknown,,Dietnatural,
800135001,fr:bouteille-en-plastique,nectar pour ngalax,Sénégal,,,https://images.openfoodfacts.org/images/products/000/080/013/5001/front_fr.3.400.jpg,torodo,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Produits à tartiner, Pâtes à tartiner végétales, Purées d'oléagineux, Beurres de légumineuses, Beurres de cacahuètes"
800170097,,,,,,https://images.openfoodfacts.org/images/products/000/080/017/0097/front_en.3.400.jpg,,medicine
800179319,,Smithfield Hometown Sausage Original,,,,https://images.openfoodfacts.org/images/products/000/080/017/9319/front_en.5.400.jpg,,
800186025,,Riso cotto,,,unknown,,,
800200002,,Tagliatelle,,,unknown,https://images.openfoodfacts.org/images/products/000/080/020/0002/front_it.3.400.jpg,,
800200004,,Tonnarelli,,,unknown,https://images.openfoodfacts.org/images/products/000/080/020/0004/front_it.3.400.jpg,,
800200008,,Bruschette - tasso ridotto carboidrati,,,unknown,https://images.openfoodfacts.org/images/products/000/080/020/0008/front_it.7.400.jpg,,
800200012,,Fette Biscottate,,,unknown,https://images.openfoodfacts.org/images/products/000/080/020/0012/front_it.3.400.jpg,,
800200013,,Biscotti Gusto Agrumi,,,unknown,https://images.openfoodfacts.org/images/products/000/080/020/0013/front_it.3.400.jpg,,
800200014,,Biscotti gusto cocco,,,unknown,https://images.openfoodfacts.org/images/products/000/080/020/0014/front_it.3.400.jpg,,
