ticker,name,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
pnw,Pinnacle West Capital Corp,https://static.finnhub.io/logo/58db7dc2-80ec-11ea-a1d4-00000000092a.png,https://www.pinnaclewest.com/,AA,Excellent,BBB,High,BB,Medium,83,63,56,86,04/18/2022,A,High,764622
ppl,PPL Corp,https://static.finnhub.io/logo/5ad1b27e-80ec-11ea-91fc-00000000092a.png,https://www.pplweb.com/,A,High,BB,Medium,BB,Medium,63,29,56,57,04/18/2022,BBB,High,922224
pwr,Quanta Services Inc,https://static.finnhub.io/logo/5cd40824-80ec-11ea-8cdc-00000000092a.png,https://www.quantaservices.com/,A,High,BB,Medium,BB,Medium,66,44,59,68,04/19/2022,A,High,1050915
rjf,Raymond James Financial Inc,https://static.finnhub.io/logo/61f3d4a2-80ec-11ea-bc21-00000000092a.png,https://www.raymondjames.com/,A,High,BB,Medium,BB,Medium,59,29,57,55,04/19/2022,BBB,High,720005
rf,Regions Financial Corp,https://static.finnhub.io/logo/6078f774-80ec-11ea-a4f9-00000000092a.png,https://www.regions.com/,BBB,High,BB,Medium,BB,Medium,56,28,57,53,04/17/2022,BBB,High,1281761
rcl,Royal Caribbean Cruises Ltd,https://static.finnhub.io/logo/fa7e26aaa52b5bf30455b809ea0e58a231ef2155d3060c9c25907fe65ac56333.png,https://www.royalcaribbeangroup.com/,A,High,BB,Medium,BB,Medium,58,33,59,58,04/19/2022,BBB,High,884887
rl,Ralph Lauren Corp,https://static.finnhub.io/logo/627d9592-80ec-11ea-8d78-00000000092a.png,https://investor.ralphlauren.com/,BBB,High,BB,Medium,BB,Medium,42,38,57,51,04/19/2022,BBB,High,1037038
pvh,PVH Corp,https://static.finnhub.io/logo/5c877bb6-80ec-11ea-aa40-00000000092a.png,https://www.pvh.com/,BBB,High,BB,Medium,BB,Medium,42,31,60,48,04/19/2022,BBB,High,78239
rhi,Robert Half International Inc,https://static.finnhub.io/logo/611b69c8-80ec-11ea-97f0-00000000092a.png,https://www.roberthalf.com/,B,Medium,BB,Medium,BB,Medium,11,34,59,32,04/19/2022,BB,Medium,315213
pxd,Pioneer Natural Resources Co,https://static.finnhub.io/logo/5d0d741c-80ec-11ea-a494-00000000092a.png,https://www.pxd.com/,AA,Excellent,BBB,High,BB,Medium,96,50,56,87,04/18/2022,A,High,1038357
rol,Rollins Inc,https://static.finnhub.io/logo/65f77576-80ec-11ea-b637-00000000092a.png,https://www.rollins.com/,A,High,BB,Medium,BB,Medium,58,28,57,54,04/19/2022,BBB,High,84839
rmd,Resmed Inc,https://static.finnhub.io/logo/6392da88-80ec-11ea-998e-00000000092a.png,https://www.resmed.com/,BB,Medium,BB,Medium,BB,Medium,25,30,56,37,04/19/2022,BBB,High,943819
schw,Charles Schwab Corp,https://static.finnhub.io/logo/867fa080-80e0-11ea-9be1-00000000092a.png,https://www.schwab.com/,A,High,BB,Medium,BB,Medium,61,28,56,55,04/16/2022,BBB,High,316709
rok,Rockwell Automation Inc,https://static.finnhub.io/logo/65a84b78-80ec-11ea-a534-00000000092a.png,https://www.rockwellautomation.com/,BB,Medium,B,Medium,B,Medium,21,16,34,17,04/19/2022,BB,Medium,1024478
tdg,TransDigm Group Inc,https://static.finnhub.io/logo/80ac1b50-80ec-11ea-a061-00000000092a.png,https://www.transdigm.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/19/2022,BBB,High,1260221
see,Sealed Air Corp,https://static.finnhub.io/logo/6c39a694-80ec-11ea-9601-00000000092a.png,https://sealedair.com/,A,High,BB,Medium,B,Medium,68,31,46,57,04/19/2022,BBB,High,1012100
rop,Roper Technologies Inc,https://static.finnhub.io/logo/6649ef38-80ec-11ea-a694-00000000092a.png,https://www.ropertech.com/,A,High,BB,Medium,BB,Medium,71,37,66,71,04/19/2022,A,High,882835
swk,Stanley Black & Decker Inc,https://static.finnhub.io/logo/5acc625a815c258fc2f37a7ee1e02489374a3c1b896b8919dff795cfd7f2002d.png,https://www.stanleyblackanddecker.com/,A,High,BB,Medium,BB,Medium,68,31,56,61,04/19/2022,BBB,High,93556
stz,Constellation Brands Inc,https://static.finnhub.io/logo/79274efe-80ec-11ea-a002-00000000092a.png,https://www.cbrands.com/,BBB,High,BB,Medium,B,Medium,50,30,55,50,04/16/2022,BBB,High,16918
syk,Stryker Corp,https://static.finnhub.io/logo/7b69d1b8-80ec-11ea-8adc-00000000092a.png,https://www.stryker.com/,BBB,High,BB,Medium,BB,Medium,55,32,62,57,04/19/2022,BBB,High,310764
syy,Sysco Corp,https://static.finnhub.io/logo/7d98fe90-80ec-11ea-8efe-00000000092a.png,https://www.sysco.com/,A,High,BB,Medium,BB,Medium,68,28,57,60,04/19/2022,BBB,High,96021
shw,Sherwin-Williams Co,https://static.finnhub.io/logo/6f293378-80ec-11ea-a6d1-00000000092a.png,https://www.sherwin-williams.com/,B,Medium,B,Medium,B,Medium,18,20,36,19,04/19/2022,BB,Medium,89800
spgi,S&P Global Inc,https://static.finnhub.io/logo/2746fe14-80ec-11ea-98af-00000000092a.png,https://www.spglobal.com/,BBB,High,BB,Medium,BB,Medium,45,36,59,52,06/11/2022,BBB,High,64040
ste,STERIS plc,https://static.finnhub.io/logo/7994efac322b7ad341facfee5c9fcf15f66bed805484134ee74b573f56fb60c1.png,https://www.steris.com/,A,High,BB,Medium,BB,Medium,60,28,57,55,04/19/2022,BBB,High,1757898
syf,Synchrony Financial,https://static.finnhub.io/logo/d47e2046-80cf-11ea-9956-00000000092a.png,https://www.synchrony.com/,BB,Medium,BB,Medium,BB,Medium,24,30,59,37,04/19/2022,BBB,High,1601712
spg,Simon Property Group Inc,https://static.finnhub.io/logo/7457aade-80ec-11ea-9de4-00000000092a.png,http://www.simon.com/,B,Medium,B,Medium,B,Medium,5,17,32,8,04/19/2022,B,Medium,1063761
sre,Sempra Energy,https://static.finnhub.io/logo/761f51b8-80ec-11ea-8baf-00000000092a.png,https://www.sempra.com/,AA,Excellent,BB,Medium,BB,Medium,96,45,59,85,04/19/2022,A,High,1032208
so,Southern Co,https://static.finnhub.io/logo/7372a876-80ec-11ea-85f4-00000000092a.png,https://www.southerncompany.com/,A,High,BB,Medium,BB,Medium,61,29,64,59,04/19/2022,BBB,High,92122
stt,State Street Corp,https://static.finnhub.io/logo/79719626-80ec-11ea-aeff-00000000092a.png,https://www.statestreet.com/home.html,B,Medium,B,Medium,B,Medium,5,10,34,5,04/19/2022,B,Medium,93751
sna,Snap-On Inc,https://static.finnhub.io/logo/7270adb0-80ec-11ea-9ce1-00000000092a.png,https://www.snapon.com/,A,High,BB,Medium,B,Medium,58,28,46,49,04/19/2022,BBB,High,91440
rtx,Raytheon Technologies Corp,https://static.finnhub.io/logo/cbc931066795111b6f985e16035ce417298b00557a4ce7585eb53595ebda66e1.png,https://www.rtx.com/,A,High,BB,Medium,BBB,High,62,34,81,69,06/11/2022,A,High,101829
hig,Hartford Financial Services Group Inc,https://static.finnhub.io/logo/f5c0966c-80eb-11ea-aa55-00000000092a.png,https://www.thehartford.com/,A,High,BB,Medium,BB,Medium,58,29,57,54,04/17/2022,BBB,High,874766
tel,TE Connectivity Ltd,https://static.finnhub.io/logo/81c63b2c-80ec-11ea-baa4-00000000092a.png,https://www.te.com/,B,Medium,B,Medium,B,Medium,0,8,31,0,04/19/2022,B,Medium,1385157
tfx,Teleflex Inc,https://static4.finnhub.io/file/publicdatany2/stock_logo/TFX_4295905048.jpg,https://www.teleflex.com/,B,Medium,B,Medium,B,Medium,0,8,31,0,04/19/2022,B,Medium,96943
tfc,Truist Financial Corp,https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png,https://www.truist.com/,BBB,High,BB,Medium,BB,Medium,54,29,56,52,06/11/2022,BBB,High,92230
tdy,Teledyne Technologies Inc,https://static.finnhub.io/logo/800bfc1a-80ec-11ea-bbca-00000000092a.png,https://www.teledyne.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/19/2022,BBB,High,1094285
tgt,Target Corp,https://static.finnhub.io/logo/83bbf858-80ec-11ea-9454-00000000092a.png,https://corporate.target.com/,A,High,BB,Medium,BB,Medium,67,36,60,65,04/19/2022,A,High,27419
tjx,TJX Companies Inc,https://static.finnhub.io/logo/867767c8-80ec-11ea-84cc-00000000092a.png,https://www.tjx.com/index.html,A,High,BB,Medium,BB,Medium,58,28,56,53,04/19/2022,BBB,High,109198
tpr,Tapestry Inc,https://static.finnhub.io/logo/58ad34560d8e182ad9f36cef6e62734c155a4efcfb882243789cbe3a0b2edf4a.png,https://www.tapestry.com/,BBB,High,BB,Medium,BB,Medium,55,30,56,53,06/11/2022,BBB,High,1116132
trv,Travelers Companies Inc,https://static.finnhub.io/logo/8a5ea176-80ec-11ea-bcad-00000000092a.png,https://www.travelers.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,07/27/2022,BBB,High,86312
tmo,Thermo Fisher Scientific Inc,https://static.finnhub.io/logo/87f0bdac-80ec-11ea-b741-00000000092a.png,https://www.thermofisher.com/,A,High,BB,Medium,B,Medium,63,34,51,58,04/19/2022,BBB,High,97745
tt,Trane Technologies PLC,https://static.finnhub.io/logo/a16640a1e06f4119b9995c996f11dc6ea7d1953abc843cced84c4755aa3a7497.png,https://www.tranetechnologies.com/,AA,Excellent,BB,Medium,BB,Medium,96,45,61,86,06/11/2022,A,High,1466258
tsn,Tyson Foods Inc,https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png,https://www.tysonfoods.com/,A,High,BB,Medium,BB,Medium,64,42,66,69,04/19/2022,A,High,100493
tyl,Tyler Technologies Inc,https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png,https://www.tylertech.com/,BBB,High,BB,Medium,BB,Medium,39,29,57,44,04/19/2022,BBB,High,860731
txt,Textron Inc,https://static.finnhub.io/logo/8d40143a-80ec-11ea-a456-00000000092a.png,https://www.textron.com/,A,High,BB,Medium,B,Medium,58,28,31,43,09/17/2022,BBB,High,217346
unh,UnitedHealth Group Inc,https://static.finnhub.io/logo/91f38836-80ec-11ea-a5be-00000000092a.png,https://www.unitedhealthgroup.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/19/2022,BBB,High,731766
ups,United Parcel Service Inc,https://static.finnhub.io/logo/938d3558-80ec-11ea-b87d-00000000092a.png,https://www.ups.com/,A,High,BB,Medium,B,Medium,66,42,42,60,04/19/2022,BBB,High,1090727
udr,UDR Inc,https://static.finnhub.io/logo/900c0f4a-80ec-11ea-8d9b-00000000092a.png,https://www.udr.com/,B,Medium,BB,Medium,B,Medium,5,28,35,15,04/19/2022,B,Medium,74208
uhs,Universal Health Services Inc,https://static.finnhub.io/logo/91358978-80ec-11ea-9330-00000000092a.png,https://uhs.com/,A,High,BB,Medium,BB,Medium,69,32,66,66,04/19/2022,A,High,352915
mos,Mosaic Co,https://static.finnhub.io/logo/2d0284ee-80ec-11ea-9f28-00000000092a.png,https://www.mosaicco.com/,A,High,BB,Medium,BB,Medium,61,43,60,65,04/18/2022,A,High,1285785
usb,US Bancorp,https://static.finnhub.io/logo/9490028a-80ec-11ea-bee6-00000000092a.png,https://www.usbank.com/,BB,Medium,BB,Medium,BB,Medium,26,31,56,38,04/19/2022,BBB,High,36104
uri,United Rentals Inc,https://static.finnhub.io/logo/93d2840c-80ec-11ea-af66-00000000092a.png,https://www.unitedrentals.com/,BBB,High,BB,Medium,BB,Medium,52,31,56,52,04/19/2022,BBB,High,1067701
vno,Vornado Realty Trust,https://static.finnhub.io/logo/9a0bc3a8-80ec-11ea-b356-00000000092a.png,https://www.vno.com/,A,High,BB,Medium,BB,Medium,66,33,62,63,04/19/2022,BBB,High,899689
vlo,Valero Energy Corp,https://static.finnhub.io/logo/9895287e-80ec-11ea-9005-00000000092a.png,https://www.valero.com/,AA,Excellent,BB,Medium,BB,Medium,79,29,64,69,04/19/2022,A,High,1035002
vfc,VF Corp,https://static.finnhub.io/logo/9740951a-80ec-11ea-ae98-00000000092a.png,https://www.vfc.com/,A,High,BB,Medium,BB,Medium,59,28,56,54,04/19/2022,BBB,High,103379
v,Visa Inc,https://static.finnhub.io/logo/96a1dba6-80ec-11ea-8ab6-00000000092a.png,https://usa.visa.com/,A,High,BB,Medium,BB,Medium,59,41,59,62,04/19/2022,BBB,High,1403161
vtr,Ventas Inc,https://static.finnhub.io/logo/e63599b4-8279-11ea-a58d-00000000092a.png,https://www.ventasreit.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/19/2022,BBB,High,740260
vmc,Vulcan Materials Co,https://static.finnhub.io/logo/98e82364-80ec-11ea-91db-00000000092a.png,https://www.vulcanmaterials.com/,A,High,BB,Medium,BB,Medium,71,31,56,63,04/19/2022,BBB,High,1396009
wec,WEC Energy Group Inc,https://static.finnhub.io/logo/9ed91c64-80ec-11ea-a88a-00000000092a.png,https://www.wecenergygroup.com/,AA,Excellent,BBB,High,BB,Medium,84,55,56,83,04/19/2022,A,High,783325
well,Welltower OP LLC,https://static.finnhub.io/logo/f36a2b02-80eb-11ea-bd6a-00000000092a.png,https://welltower.com/,BBB,High,BB,Medium,BB,Medium,46,33,56,49,04/21/2022,BBB,High,766704
wat,Waters Corp,https://static.finnhub.io/logo/0a5c3417481b22f5acd53469adf5c18e0c8d5a99e49bd245766818352728169f.png,https://www.waters.com/nextgen/us/en.html,B,Medium,B,Medium,B,Medium,13,26,40,21,04/19/2022,BB,Medium,1000697
wm,Waste Management Inc,https://static.finnhub.io/logo/a3d670b8-80ec-11ea-bd29-00000000092a.png,https://www.wm.com/,AA,Excellent,BBB,High,B,Medium,80,49,52,75,04/19/2022,A,High,823768
wab,Westinghouse Air Brake Technologies Corp,https://static.finnhub.io/logo/9c29d5da-80ec-11ea-a77b-00000000092a.png,https://www.wabteccorp.com/,AA,Excellent,BB,Medium,BB,Medium,78,30,61,68,04/19/2022,A,High,943452
wmb,Williams Companies Inc,https://static.finnhub.io/logo/9c7840c7a4d838e2d8eb3e1244b180fbd5d2c11bdfe84ff0591b407ac5c4272c.png,https://www.williams.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/20/2022,BBB,High,107263
wfc,Wells Fargo & Co,https://static.finnhub.io/logo/a108f354-80ec-11ea-a9e8-00000000092a.png,https://www.wellsfargo.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/19/2022,BBB,High,72971
whr,Whirlpool Corp,https://static.finnhub.io/logo/144dfbd3d1545da3e390c36dbaecce8bef72e443a4cfd828c95c9fddc25dbee2.png,https://www.whirlpoolcorp.com/,A,High,BB,Medium,BB,Medium,58,28,56,54,04/20/2022,BBB,High,106640
wst,West Pharmaceutical Services Inc,https://static.finnhub.io/logo/a8401906-80ec-11ea-b1a2-00000000092a.png,https://www.westpharma.com/,A,High,BB,Medium,BB,Medium,66,34,57,61,04/20/2022,BBB,High,105770
wrb,W R Berkley Corp,https://static.finnhub.io/logo/740dcb527b61009b015033853e9bfbf73290277f9b9ea340f649eed255598acf.png,https://www.berkley.com,BB,Medium,B,Medium,BB,Medium,31,26,56,38,04/19/2022,BBB,High,11544
wmt,Walmart Inc,https://static.finnhub.io/logo/52057505dd05a752d364065fcddf7772a700b31c47c39e9dcb41e393f6693d52.png,https://corporate.walmart.com,BB,Medium,B,Medium,B,Medium,21,24,36,23,04/19/2022,BB,Medium,104169
wu,Western Union Co,https://static.finnhub.io/logo/a9014bda-80ec-11ea-8ebd-00000000092a.png,https://corporate.westernunion.com/,B,Medium,B,Medium,B,Medium,1,9,38,4,04/20/2022,B,Medium,1365135
yum,Yum! Brands Inc,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/YUM_4295905127.png,https://www.yum.com/wps/portal/yumbrands/Yumbrands,A,High,BB,Medium,BB,Medium,58,32,59,57,04/20/2022,BBB,High,1041061
xyl,Xylem Inc,https://static.finnhub.io/logo/b7806a5bdc1a1644d60a225492aab173dfd95635750d7b9b45b8c0b294de1c6b.png,https://www.xylem.com/,BB,Medium,B,Medium,B,Medium,34,19,34,25,04/20/2022,BB,Medium,1524472
wy,Weyerhaeuser Co,https://static.finnhub.io/logo/ac1dd6b8-80ec-11ea-997a-00000000092a.png,https://www.weyerhaeuser.com/,AA,Excellent,BB,Medium,BB,Medium,96,36,56,79,04/20/2022,A,High,106535
wrk,Westrock Co,https://static.finnhub.io/logo/3f3f2482-80d2-11ea-a5a1-00000000092a.png,https://www.westrock.com/,A,High,BB,Medium,BB,Medium,68,32,57,62,04/20/2022,BBB,High,1732845
xom,Exxon Mobil Corp,https://static.finnhub.io/logo/ae11c718-80ec-11ea-906c-00000000092a.png,https://corporate.exxonmobil.com/,A,High,BB,Medium,BB,Medium,65,32,60,61,04/17/2022,BBB,High,34088
zbh,Zimmer Biomet Holdings Inc,https://static.finnhub.io/logo/af918252-80ec-11ea-8921-00000000092a.png,https://www.zimmerbiomet.com/en,A,High,BB,Medium,BB,Medium,62,34,59,60,04/20/2022,BBB,High,1136869
zts,Zoetis Inc,https://static.finnhub.io/logo/aae505a6-80cd-11ea-ae5f-00000000092a.png,https://www.zoetis.com/,A,High,BB,Medium,BB,Medium,62,37,59,62,04/20/2022,BBB,High,1555280
de,Deere & Co,https://static.finnhub.io/logo/bc1c82ca-80eb-11ea-9dab-00000000092a.png,https://www.deere.com/,A,High,BB,Medium,BB,Medium,69,35,57,65,04/17/2022,A,High,315189
dd,Dupont De Nemours Inc,https://static.finnhub.io/logo/05ee38d2b79516f1f0e05cd3272ed2cc3d26a720403d97cd98489b65a8534c0b.png,https://www.dupont.com/,A,High,BB,Medium,B,Medium,67,36,55,63,04/17/2022,BBB,High,1666700
d,Dominion Energy Inc,https://static.finnhub.io/logo/b8c87ccc-80eb-11ea-8353-00000000092a.png,https://www.dominionenergy.com/,A,High,BB,Medium,BB,Medium,65,33,59,61,04/17/2022,BBB,High,715957
cvs,CVS Health Corp,https://static.finnhub.io/logo/967b7ec60c44b54789e6c3e49f85ba1dd1ced58138b383c35a17f1da367c3c20.png,https://cvshealth.com/,A,High,BB,Medium,BB,Medium,66,28,60,60,04/17/2022,BBB,High,64803
dal,Delta Air Lines Inc,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DAL_4295903853.png,https://www.delta.com/,A,High,BB,Medium,BB,Medium,61,28,60,56,04/17/2022,BBB,High,27904
crm,Salesforce Inc,https://static.finnhub.io/logo/5a800a68f67c85e1158caac04d7571fd645fadb4db02255a64f72805ff5c7e2a.png,https://www.salesforce.com/,B,Medium,B,Medium,B,Medium,3,16,31,6,04/19/2022,B,Medium,1108524
cvx,Chevron Corp,https://static.finnhub.io/logo/b5214c2e-80eb-11ea-b823-00000000092a.png,https://www.chevron.com/,B,Medium,B,Medium,B,Medium,2,11,34,4,04/22/2022,B,Medium,93410
ctva,Corteva Inc,https://static.finnhub.io/logo/5e5e239c-80da-11ea-9057-00000000092a.png,https://www.corteva.com,AA,Excellent,BB,Medium,BB,Medium,79,30,61,69,06/10/2022,A,High,1755672
ctra,Coterra Energy Inc,https://static.finnhub.io/logo/aa49afec-80eb-11ea-b224-00000000092a.png,https://coterra.com/,A,High,BB,Medium,BB,Medium,68,33,59,63,06/11/2022,BBB,High,858470
ctlt,Catalent Inc,https://static.finnhub.io/logo/c00dc57e-80cf-11ea-ae8f-00000000092a.png,https://www.catalent.com/,BBB,High,BB,Medium,BB,Medium,55,28,57,52,04/16/2022,BBB,High,1596783
cpb,Campbell Soup Co,https://static.finnhub.io/logo/9d62e2c93777bb01219c94ccf5be76cac7e2963a98b4f91ad9f8af9a6d12c75c.png,https://www.campbellsoupcompany.com/,A,High,BB,Medium,BB,Medium,61,28,57,56,04/16/2022,BBB,High,16732
crl,Charles River Laboratories International Inc,https://static.finnhub.io/logo/57255b65e8211290fea2a682499fcdb7655d9ae4fc6161e5286c0993044e6d57.png,https://www.criver.com/,A,High,BB,Medium,B,Medium,60,32,40,50,04/16/2022,BBB,High,1100682
cop,Conocophillips,https://static.finnhub.io/logo/aacfcb5e-80eb-11ea-8e60-00000000092a.png,http://www.conocophillips.com/,AA,Excellent,A,High,BB,Medium,94,76,57,100,04/16/2022,A,High,1163165
coo,Cooper Companies Inc,https://static.finnhub.io/logo/aa10fd64-80eb-11ea-8aad-00000000092a.png,https://www.coopercos.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/16/2022,BBB,High,711404
cof,Capital One Financial Corp,https://static.finnhub.io/logo/aa81d530-80eb-11ea-aeeb-00000000092a.png,https://www.capitalone.com/,A,High,BB,Medium,BB,Medium,59,29,61,57,04/16/2022,BBB,High,927628
cnc,Centene Corp,https://static.finnhub.io/logo/a829c2c2-80eb-11ea-a52a-00000000092a.png,https://www.centene.com/,A,High,BB,Medium,BB,Medium,67,38,60,66,04/16/2022,A,High,1071739
cnp,CenterPoint Energy Inc,https://static.finnhub.io/logo/a983bcb0-80eb-11ea-96df-00000000092a.png,https://www.centerpointenergy.com/,A,High,BB,Medium,B,Medium,67,32,46,57,04/16/2022,BBB,High,1130310
cms,CMS Energy Corp,https://static.finnhub.io/logo/a772ceae-80eb-11ea-ae8d-00000000092a.png,https://www.cmsenergy.com/,BBB,High,AA,Excellent,C,Low,48,100,0,63,04/16/2022,BBB,High,811156
cmi,Cummins Inc,https://static.finnhub.io/logo/a612de46-80eb-11ea-b7ef-00000000092a.png,https://www.cummins.com/,A,High,BB,Medium,BB,Medium,60,32,56,57,04/17/2022,BBB,High,26172
cl,Colgate-Palmolive Co,https://static.finnhub.io/logo/a1933f1c-80eb-11ea-b4c0-00000000092a.png,https://www.colgate.com/,A,High,BB,Medium,BB,Medium,62,30,59,58,04/16/2022,BBB,High,21665
mmm,3M Co,https://static.finnhub.io/logo/2a1802fa-80ec-11ea-a0f5-00000000092a.png,https://www.3m.com/,A,High,BB,Medium,BB,Medium,63,30,57,58,04/16/2022,BBB,High,66740
cfg,Citizens Financial Group Inc,https://static.finnhub.io/logo/7aa22fa8-80d0-11ea-b627-00000000092a.png,https://www.citizensbank.com/,B,Medium,B,Medium,B,Medium,6,11,32,5,04/16/2022,B,Medium,759944
cag,Conagra Brands Inc,https://static.finnhub.io/logo/83636bb3e8284a86d2322a428a31f7eaed97d3effb350e6ebd5f39dfcd32f0e9.png,https://www.conagrabrands.com/,A,High,BB,Medium,BB,Medium,63,29,56,57,04/16/2022,BBB,High,23217
ci,Cigna Corp,https://static.finnhub.io/logo/9eb85cf0-80eb-11ea-a6ed-00000000092a.png,https://www.cigna.com/,A,High,BB,Medium,BB,Medium,59,33,59,58,04/16/2022,BBB,High,1739940
cah,Cardinal Health Inc,https://static.finnhub.io/logo/88511edda41b785295d9b638075a69a79c69e9ff3a1a46b0347f656c32cfb820.png,https://www.cardinalhealth.com/en.html,A,High,BB,Medium,BB,Medium,59,28,60,56,04/16/2022,BBB,High,721371
ma,Mastercard Inc,https://static.finnhub.io/logo/96406588fb76d52e50bf7c2bc0f730206a19c4f08371ead195e22ca07da3f66f.png,https://investor.mastercard.com/investor-relations/default.aspx,B,Medium,B,Medium,B,Medium,2,14,35,6,04/18/2022,B,Medium,1141391
lw,Lamb Weston Holdings Inc,https://static.finnhub.io/logo/7dd3316b07aaae0476f1aef88bc624d4c5c5182ca5aa592de10fd909d55f9d1c.png,https://www.lambweston.com/,BB,Medium,B,Medium,BB,Medium,28,19,56,32,06/10/2022,BBB,High,1679273
maa,Mid-America Apartment Communities Inc,https://static.finnhub.io/logo/1e4096dc-80ec-11ea-b0aa-00000000092a.png,https://www.maac.com/,BB,Medium,B,Medium,B,Medium,22,20,34,20,04/18/2022,BB,Medium,912595
mlm,Martin Marietta Materials Inc,https://static.finnhub.io/logo/287fe388-80ec-11ea-9de9-00000000092a.png,https://www.martinmarietta.com/,A,High,BB,Medium,BB,Medium,72,30,56,63,04/18/2022,BBB,High,916076
luv,Southwest Airlines Co,https://static.finnhub.io/logo/b3772d81283effbcbc60d9f05a9d7e383119b5240c6c4d4cb4b5089d53e03cce.png,https://www.southwest.com/,B,Medium,BB,Medium,B,Medium,18,30,36,24,04/19/2022,BB,Medium,92380
lnc,Lincoln National Corp,https://static.finnhub.io/logo/dea884d14549b34942f2a496ada88909d57dc5b723b77034599ff80aba0c22a4.png,https://www.lfg.com/,AA,Excellent,BB,Medium,BB,Medium,96,28,56,75,04/18/2022,A,High,59558
len,Lennar Corp,https://static.finnhub.io/logo/16c7bb94-80ec-11ea-b498-00000000092a.png,https://www.lennar.com/,BB,Medium,BB,Medium,B,Medium,31,36,36,35,04/18/2022,BBB,High,920760
pg,Procter & Gamble Co,https://static.finnhub.io/logo/3670fb2ffd852345681a233e48444f3dcf2001b5471cdc3eba3b486b02a42653.png,https://us.pg.com/,A,High,BBB,High,BB,Medium,69,52,59,74,04/18/2022,A,High,80424
ogn,Organon & Co,https://static.finnhub.io/logo/647f8cc15494b0d5abe80b9c8d9b0cb033acf0961848639843b7538812029e0b.png,https://www.organon.com/,A,High,BB,Medium,BB,Medium,61,35,57,59,06/11/2022,BBB,High,1821825
oxy,Occidental Petroleum Corp,https://static.finnhub.io/logo/4bd186a6-80ec-11ea-a3b4-00000000092a.png,https://www.oxy.com/,A,High,BB,Medium,BB,Medium,59,28,56,54,04/18/2022,BBB,High,797468
dell,Dell Technologies Inc,https://static.finnhub.io/logo/970d18b8-80d4-11ea-8dc6-00000000092a.png,https://www.delltechnologies.com/,A,High,BB,Medium,B,Medium,58,31,50,53,06/10/2022,BBB,High,1571996
payc,Paycom Software Inc,https://static.finnhub.io/logo/b628d340-80cf-11ea-98d8-00000000092a.png,https://www.paycom.com/,BBB,High,BB,Medium,BB,Medium,52,29,60,52,04/18/2022,BBB,High,1590955
peg,Public Service Enterprise Group Inc,https://static.finnhub.io/logo/bd3fa8b3e81d439c73c3b9a41a0245b2f6290a78ba714a357aaad6b2d8bb6329.png,https://corporate.pseg.com/,A,High,BB,Medium,B,Medium,58,28,32,43,04/19/2022,BBB,High,788784
oke,ONEOK Inc,https://static.finnhub.io/logo/bcc2fea52eb4ed3c09480c39a0f866f1ff14ceebca9b32d8e364cbc3a63d217b.png,https://www.oneok.com/,A,High,BB,Medium,BB,Medium,73,33,70,71,04/18/2022,A,High,1039684
nrg,NRG Energy Inc,https://static.finnhub.io/logo/3ffb315a-80ec-11ea-bff8-00000000092a.png,https://www.nrg.com/,BB,Medium,BB,Medium,B,Medium,33,33,36,34,04/18/2022,BBB,High,1013871
l,Loews Corp,https://static.finnhub.io/logo/497e1c10-80fc-11ea-a007-00000000092a.png,https://www.loews.com/,A,High,BB,Medium,BB,Medium,59,28,60,56,04/18/2022,BBB,High,60086
omc,Omnicom Group Inc,https://static.finnhub.io/logo/4a76e650-80ec-11ea-8407-00000000092a.png,https://www.omnicomgroup.com/,A,High,BB,Medium,BB,Medium,66,34,57,62,04/18/2022,BBB,High,29989
orcl,Oracle Corp,https://static.finnhub.io/logo/1f119542-80e1-11ea-8adf-00000000092a.png,https://www.oracle.com/,A,High,BB,Medium,B,Medium,58,28,31,43,09/17/2022,BBB,High,1341439
o,Realty Income Corp,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295903058.jpeg,https://www.realtyincome.com/Home/default.aspx,A,High,BB,Medium,BB,Medium,58,28,56,53,04/19/2022,BBB,High,726728
dpz,Domino's Pizza Inc,https://static.finnhub.io/logo/c30c7d98-80eb-11ea-ac1e-00000000092a.png,https://www.dominos.com/,B,Medium,B,Medium,B,Medium,1,9,31,1,04/17/2022,B,Medium,1286681
